clearstoryProjectId,jobNumber,projectName,status,matches,clearstoryApprovedAtpAndCoIssuedUsd,sitelineLatestTotalUsd,differenceUsd,sitelineContractCount
50004,21282,21282 - Pentagon Perimeter Fence,missing_siteline,,11000,,,0
42118,21285,21285 - 800 F Street (Heritage) (Goel-NS)(TB/RF),missing_siteline,,92252,,,0
44226,21286,21286 - Reston Row IFC (Heritage) (Goel-NS)(HP/CC),missing_siteline,,72711,,,0
57703,21289,"21289 - FAA-Chiller & Control System, Warrenton (Peachtree)(Goel-NS)(HP/CC)",missing_siteline,,178200,,,0
42421,21292,21292 - Rooftop Unit Repair,missing_siteline,,1000,,,0
53377,21294,21294 - Indian Hollow Elementary School,missing_siteline,,79300,,,0
73242,21297,21297 - P303 Marine Corp Reserve (Denver-Elek) (Goel-PW)(RD/JS),missing_siteline,,179817.98,,,0
47732,21298,21298  - 4915 Auburn Avenue Apartment(Woodlawn Mech) (Goel-NS)(HP/CC),missing_siteline,,120217.46,,,0
47737,21299,21299 - Hilton CC- Heat Exchangers (S&D),missing_siteline,,20600,,,0
51205,21300,21300 - Regenex Vivarium Renovation (Warner),missing_siteline,,32352.18,,,0
47642,21301,21301 - Washington Waldorf School (Welch),missing_siteline,,12100,,,0
49349,21303,21303 - Landon School,missing_siteline,,416129.6,,,0
53748,21304,21304 - Kennedy High School (MCPS),missing_siteline,,234102.05,,,0
49087,21307,21307 - INOVA Oakville (OLD),missing_siteline,,791500,,,0
57144,21307,21307 - Inova Oakville (S&D) (Goel-NS)(TB/RF),missing_siteline,,1061087.36,,,0
75887,21308,21308 - World Bank Main Complex Phase 2 - AHU Replacement,missing_siteline,,194126,,,0
53383,21308,21308 - World Bank Main Complex Phase 2 (S&D) (Goel-NS)(RD/JS),missing_siteline,,130000,,,0
50477,21309,21309 - NBP Mechanical Final (Time Only Project),missing_siteline,,48039.69,,,0
68011,21310,21310 - Corcoran Gallery (S&D) (Goel-NS)(RD/JS),missing_siteline,,283272.1,,,0
54702,21311,21311 - DOE Headquarters Restroom (WL Gary) (Goel-PW)(RD/JS),missing_siteline,,69563.91,,,0
50633,21312,21312 - Hughes Pickney Innovation Center (Mallick) (Goel - NS)(TB/RF),missing_siteline,,44500,,,0
55857,21314,21314 - WSSC Lab Expancion Project,missing_siteline,,177000,,,0
53389,21317,21317- Traville Building B Core and Shell (Bowers) (Goel-NS)(HP/CC),missing_siteline,,89842,,,0
56563,21318,21318 - Howard County Courthouse,missing_siteline,,4012.58,,,0
59009,21319,21319 - Reston Row (OB4) (Mallick) (Goel-NS)(HP/CC),missing_siteline,,534456.41,,,0
63922,21322,21322 - NIH SRLM 59/59A Building Replacement & Enabling Project (Hensel Phelps) (Goel-PW)(DR/AS),missing_siteline,,6349796,,,0
59380,21326,21326 - INOVA Fair Oaks Hospital AHU#2 (S&D)(Goel-NS)(TB/RF),missing_siteline,,11500,,,0
78324,21329,21329 - GMU Life Sciences & Engineering Building (Warner) (Goel-NS) (TB/RF),missing_siteline,,1125307.48,,,0
73026,21330,21330 - HVAC for Vet Resources UMMS (Goel - NS) (HP/CC),missing_siteline,,109793.48,,,0
121231,21332,21332 - Ferguson Front Royal Warehouse (S&D) (HP/CC)21332 - Ferguson Front Royal Warehouse (S&D)(Goel-NS)(HP/CC),missing_siteline,,33371,,,0
63757,21334,21334 - UMGC Chiller Replacement,missing_siteline,,8717.01,,,0
62084,21335,21335 - Lincoln Memorial Rehabilitation (Doyle) (Goel-PW)(TB/RF),missing_siteline,,127730.69,,,0
70663,21337,21337 - Medstar Union Hand Center Restoration,missing_siteline,,10633.25,,,0
70865,21338,21338 - Hilton CC Public Space (S&D) (Goel-NS)(HP/CC),missing_siteline,,90473.3,,,0
70346,21340,21340 - Bancroft Elementary School Renovation (S&D) (Goel-NS)(TB/RF),missing_siteline,,111172.02,,,0
72451,21341,21341 - IMF Generator Replacement - (S&D) (Goel-NS)(TB/RF),missing_siteline,,59781,,,0
126735,21342,21342 - Warrenton FAA (Ronco) (Goel-NS)(TB/RF),missing_siteline,,194656,,,0
91513,21345,21345 - Baltimore County Detention Center Chiller Replacement,missing_siteline,,98000,,,0
69550,21346,21346 - GWU Campus Bookstore (W.E. Bowers),missing_siteline,,14800,,,0
70409,21348,21348 - UMD SCUB IV Steam Bypass,missing_siteline,,20000,,,0
68855,21349,21349 - St. Patrick's Episcopal Day School (Mallick),missing_siteline,,3500,,,0
74793,21352,21352 - Ford's Theatre,missing_siteline,,136660.41,,,0
101730,21355,21355 - 1850 Reston Row Plaza - Jewel Box (HP/CC),missing_siteline,,21673.31,,,0
73803,21360,21360 - 1951 Constitution Avenue (Goel-PW)(RD/JS),missing_siteline,,5839073.68,,,0
89958,21361,21361 - Dominion Square (JCM) (Goel-PW)(TB/RF),missing_siteline,,1231222.22,,,0
102084,21365,21365 - Fairfax Water VFD - Griffith Plant (Norair) (Goel-NS) (HP/CC),missing_siteline,,31000,,,0
72744,21366,21366 - Paint Branch School (Shapiro & Duncan),missing_siteline,,3786.18,,,0
100528,21369,21369 - Woodbridge HS (S&D 2229-00) (Goel-NS) (HP/CC),missing_siteline,,37600,,,0
83788,21370,21370 - OPM Phase 3 (Goel-PW)(TB/RF),missing_siteline,,64500,,,0
119995,21371,21371-Quantico Bldg. 3259 Pharmacy (Ronco) (Goel-PW)(RD/JS),missing_siteline,,113497,,,0
81455,21372,21372 - NARA A1 Museum & Learning Center (R&R)(Goel-PW)(TB/RF),missing_siteline,,63779.84,,,0
93009,21381,21381 - Pax River Bldg. B2896 Test Facility (Ronco) (Goel-PW)(RD/JS),missing_siteline,,105600,,,0
99293,21388,21388 - Trinity Church (GW Mech) (Goel-NS)(HP/CC),missing_siteline,,29434,,,0
104569,21388,21388 - Trinity Church (GW Mech) (HP/CC),missing_siteline,,29434,,,0
117536,21389,21389 - DOC Temp Boiler,missing_siteline,,1183117,,,0
121028,21389,21389 - DOC Temp boiler (R&R)(Goel-NS)(RD/JS),missing_siteline,,14801.63,,,0
93720,21393,21393 - Hirshhorn Museum Sculpture Garden (R&R)(Goel-PW)(DR/AS),missing_siteline,,176500,,,0
93010,21400,21400 - GSA HQ Presidential Transition (S&D) (Goel-PW)(DR/AS),missing_siteline,,20600,,,0
90663,21401,21401 - Atlantic Council (R&R) (Goel-NS)(TB/RF) - T&M Job,missing_siteline,,14245.99,,,0
91134,21402,21402 - Williamsport ES Boiler Replacement (Denver-Elek) (Goel-PW)(HP/CC),missing_siteline,,23357.98,,,0
103740,21403,21403 - Kuiper SCIF (R&R) (Goel-PW)(RD/JS),missing_siteline,,67973,,,0
165494,21404,21404-UMGC Chiller 1 and 3,missing_siteline,,14700,,,0
94183,21406,21406 - CSM BI HVAC Upgrades (WL Gary) (Goel-NS)(HP/CC),missing_siteline,,136600,,,0
93509,21407,21407 - Wexford MLK 4 level 3 (TempAir) (Goel-NS)(HP/CC),missing_siteline,,322800,,,0
93704,21408,21408 - Millers Grant Ph 1 & 2 (Worth & Co C23078-801 Harkins) (Goel-NS) (HP/CC),missing_siteline,,653535.67,,,0
94180,21408,21408 - CSM LAPLATA - BI BUILDING ( W.L. GARY 2479),missing_siteline,,136600,,,0
94796,21409,21409 - OPM Data Center (S&D) (Goel-PW)(TB/RF),missing_siteline,,42000,,,0
98460,21413,21413 – Wexford MLK 4 2nd Floor (TempAir) (Goel-NS) (HP/CC),missing_siteline,,55700,,,0
101810,21414,21414 - USAID Ronald Reagan Phase 7&8 (Goel-PW)(TB/RF),missing_siteline,,148500,,,0
100942,21417,21417 - Wexford  MLK4 - 4th floor (Temp Air) (Goel-NS)(HP/CC),missing_siteline,,378000,,,0
161362,21419,21419 - ECBP4 Ft. Meade Garage,missing_siteline,,108600,,,0
107187,21420,21420 - Mt. Vernon High School,missing_siteline,,657265.39,,,0
107186,21421,21421 - Northwood High School,missing_siteline,,1905792.48,,,0
144414,21422,21422 -PAX B2369 Pharmacy Renovation 23-1936 (JPG Services) (Goel-PW) (RD/JS),missing_siteline,,11500,,,0
116188,21423,21423 - Woodner Dual Temp Risers (WL Gary)(Goel-NS) (HP/CC),missing_siteline,,532811.52,,,0
118942,21424,21424 - Reston Row Completion (Tomko),missing_siteline,,10100,,,0
148805,21429,21429 - Patapsco Pump Station,missing_siteline,,23799.58,,,0
121907,21430,21430 - DHS CISA Headquarters,missing_siteline,,4297234,,,0
113181,21431,21431 - Inova Landmark Cancer Center,missing_siteline,,632559.81,,,0
113752,21433,21433 – JHU APL Bldg. 28,missing_siteline,,2933358.94,,,0
119316,21436,21436 - USAID Ronald Reagan Bldg. Ph 6 (S&D) (Goel-PW)(TB/RF),missing_siteline,,75000,,,0
173077,21437,21437 - HQA DIA,missing_siteline,,2520880.7,,,0
124892,21439,21439 - IAD21 Suite A (H&D Mechanical) (Goel-PW)(DR/AS),missing_siteline,,3000,,,0
118175,21440,21440 - IAD21 Amazon Suite B (H&D Mechnical)(Goel-PW)(DR/AS),missing_siteline,,19500,,,0
108664,21443,21443 - Reston Row District (East Garage) (Goel-NS) (HP/CC),missing_siteline,,258615,,,0
122266,21444,21444 - ATCC - High Containment Facility (S&D) (Goel-NS)(HP/CC),missing_siteline,,361986,,,0
127764,21445,21445 - Stafford ES #18 (Capitol Contractors) (Goel-NS)(HP/CC),missing_siteline,,329000,,,0
133545,21447,21447 – ECB5 (WE BOWERS) (PW) (DRo/SU),missing_siteline,,4928292.13,,,0
185545,21448,21448 - FRB Baltimore Chiller Plant (Goel-NS) (DR/AS),missing_siteline,,37600,,,0
138199,21451,21451 - JHHS Pediatric Cath (Innovation Mech),missing_siteline,,42800,,,0
128826,21451,21451 - JHHSPC (Innovation Mech) (Goel-NS)(HP/CC),missing_siteline,,44571.78,,,0
140881,21452,21452 - Trinseo Fitout (Goel-NS)(DR/AS),missing_siteline,,42700,,,0
135461,21453,21453 - NFS Bethesda USU Building 71 Lab (Goel-PW) (DR/AS),missing_siteline,,16200,,,0
140879,21455,21455 - NIH Bldg 28 CHW mains replacement (Goel-PW) (DR/AS),missing_siteline,,124829,,,0
171851,21457,21457 - Folger Shakespeare AHU Replacement (Goel-NS) (DR/AS),missing_siteline,,19000,,,0
171852,21458,21458 - VHC Health (Goel-NS) (DR/AS),missing_siteline,,247865.89,,,0
185542,21459,21459 - Columbia Square Cooling Tower (Goel-NS) (DR/AS),missing_siteline,,34000,,,0
171853,21460,21460 - Walter Reed CNIC 16 (CBG)(Goel-NS)(DR/AS),missing_siteline,,98365,,,0
189288,21463,21463 - Longworth House Office Bldg Sub Basement (Grimberg)(Goel-PW)(TB/RF),missing_siteline,,166000,,,0
171854,21464,21464 - Medstar SMAO (Goel-NS)(DR/AS),missing_siteline,,5000,,,0
146319,21465,21465 - Withum Tysons (Goel-NS)(DR/AS),missing_siteline,,21200,,,0
157574,21466,21466 - Georgetown Univ Bookstore (WE Bowers)(Goel-PW)(TB/RF),missing_siteline,,31691.9,,,0
171855,21467,21467 - Walter Reed Util Plant (Goel-PW) (DR/AS),missing_siteline,,401500,,,0
157531,21468,21468 - 810 7th St,missing_siteline,,165774.23,,,0
161838,21470,21470 - Heidrick Struggles (ADJ M-25-45-5),missing_siteline,,17000,,,0
178961,21473,21473 - DC Water Pads (DCW2638675) (DRo/SU),missing_siteline,,153000,,,0
178966,21474,21474 - DC Water Insulation Pads (DC Water DCW2638407) (DRo/SU),missing_siteline,,8500,,,0
193780,21475,21475 - DC Water Insulation Pads (DC Water DCW2640365) (DRo/SU),missing_siteline,,120000,,,0
169928,21476,21476 - Leidos 4th Floor,missing_siteline,,36713.52,,,0
174951,21477,21477 - NHB Perimeter Heating HQ (DRo / SU),missing_siteline,,207100,,,0
170246,21478,21478 - P-158 – DBB Bachelor Enlisted Quarters and Support Facility (DRo / SU),missing_siteline,,1075000,,,0
178102,21479,21479 - BAE Systems 3rd Floor (DRo/SU),missing_siteline,,12733.5,,,0
168302,21481,21481- Beacon Hotel (WG Welch) (TB/RF),missing_siteline,,65966.66,,,0
176319,21483,21483 - NSF Access Lane Upgrade,missing_siteline,,13700,,,0
176492,21484,21484- Medstar Washington Pharmacy (ACI tbd),missing_siteline,,2000,,,0
180123,21485,21485 - Manatt Phillips & Phillips (Vertical Mechanical) (DR/AS),missing_siteline,,79400,,,0
180845,21489,21489 - HITT Concourse (DRo/SU),missing_siteline,,10580,,,0
186140,21490,21490 - Rawlings Conservatory Palm House Restoration,missing_siteline,,19000,,,0
207784,21490,21490 - Rawlings Conservatory Palm House Restoration,missing_siteline,,19000,,,0
195152,21491,21491 - NRL Bldg 72 HVAC (CRW Mechanical)(Goel-NS)(JO/JS),missing_siteline,,8600,,,0
205531,21492,21492 - Bender JCC Minor Int Reno (Goel-NS) (DR/AS),missing_siteline,,13141.02,,,0
207618,21494,21494 - One Loudoun Uptown Bldg 2 (AL Merton),missing_siteline,,78000,,,0
195575,21495,21495 - Atwell Annapolis (Walton 126401-SC26017),missing_siteline,,1800,,,0
192017,21495,21495 - Atwell Annapolis	(DRo / SU),missing_siteline,,1800,,,0
195381,21498,21498 - MSOM Virtual Academy Lab (DRo / SU),missing_siteline,,6800,,,0
66047,21700-XXX,21700 - Baltimore County Public Schools - Insulation Term Contract (CWA-121-20),missing_siteline,,0,,,0
29552,22300,22300 - University of MD Insulation Term (DCB-NS)(HP/CC),missing_siteline,,262046.7,,,0
86901,22374,22374 - UMCP Van Munching Suite 1318 (321098),missing_siteline,,2300,,,0
165667,22406,22406-UMCP Animal Care Facility,missing_siteline,,736.55,,,0
165703,22417,22417 - UMCP Cecil Hall and House 173 (UMCP),missing_siteline,,7338.44,,,0
149017,22417,22417 - UMCP Cecil & House 173 (UMCP) (DCB-NS) (DRo/CC),missing_siteline,,7338.44,,,0
172639,22425,22425 - UMCP Chestertown Laundry Rm 0115 PUR-00024756 (UMCP),missing_siteline,,1901.26,,,0
27020,24001,24001 - West Elementary School Modernization,missing_siteline,,379368,,,0
28312,24003,24003 - American University - Centennial Hall,missing_siteline,,193000,,,0
32628,24005,24005 - Smothers ES Insulation,missing_siteline,,397000,,,0
32630,24006,"24006 - JHU - 555 Pennsylvania, NW",mismatch,false,850000,1397687.14,-547687.14,1
34133,24007,24007 - Trammel Crow DGS HQ Core and Shell,mismatch,false,419725,436048,-16323,1
42717,24009,24009 - Seaton ES (T&M),mismatch,false,0,159005.4,-159005.4,1
42999,24014,24014 - Reunion Square Garage (0202-12A),match,true,40602.5,40602.5,0,1
49871,24015,24015 - Reunion Square OB4 (0202-12B),mismatch,false,301397.5,376811.5,-75414,1
51996,24016,24016 - Stead Park Recreation Center,mismatch,false,56000,62600,-6600,1
56919,24017,24017 - Douglass Bridge District(S&D) (2209-00),mismatch,false,694291.92,596074.71,98217.21,1
61398,24019,"24019 - 1133 North Capitol, NE",mismatch,false,48600,52298.98,-3698.98,1
62087,24020,24020 - Dorothy Height Elementary School,mismatch,false,240000,288545.13,-48545.13,1
59055,24021,24021 - DGS Garfield Elementary School,mismatch,false,110000,222042.13,-112042.13,1
69966,24022,24022 - DC Health at Reunion Square (Heritage Mechanical - 0205-12),mismatch,false,331000,415000,-84000,1
70606,24023,24023 - Bates White 6th FL Interior Alterations,mismatch,false,32500,49522.87,-17022.87,1
71322,24024,24024 - DC Stabilization & Sobering Center Renovation,mismatch,false,25500,46500,-21000,1
86904,24025,24025 - The Langston (*233002-001),mismatch,false,57800,72621.13,-14821.13,1
80788,24026,24026 - Deal Middle School Addition,mismatch,false,51000,70231.56,-19231.56,1
95912,24028,24028 - Carl F West Insulation,match,true,421213.1,421213.1,0,1
85649,24030,24030 - Truesdell Elementary School,match,true,548848.18,548848.18,0,1
94112,24031,24031 - Adams EDU Campus Modernization,mismatch,false,350400,433189.45,-82789.45,1
120590,24032,24032 - Capital One Arena Transformation (COAT) Sales Center,match,true,61527.31,61527.31,0,1
142901,24033,24033 - Stoddert ES,match,true,90422.08,90422.08,0,1
130651,24034,24034 - Capital One Arena Transformation (COAT) Gallery Place,mismatch,false,920065.39,839022.24,81043.15,1
134652,24036,24036 - Capital One Arena Transformation (COAT) MSE Loft,mismatch,false,424645.1,421983.56,2661.54,1
133983,24037,24037 - Capital One Arena Transformation (COAT) Package 2,mismatch,false,2677563.49,2676999.69,563.8,1
134050,24038,24038 - Capital One Arena Transformation (COAT) Enablement,mismatch,false,254161.71,244972.22,9189.49,1
142764,24040,24040 - Kenilworth Elementary School HVAC Upgrade,match,true,156240.99,156240.99,0,1
168426,24041,24041 - Barnard ES,mismatch,false,97059.3,82700,14359.3,1
162674,24044,24044 - Stoddert ES West,match,true,57300,57300,0,1
183443,24045,24045 - Capital One Arena Transformation (COAT) GPL 3&4 / Hub Theater,match,true,335000,335000,0,1
185663,24050,24050 - Brent Elementary School,missing_siteline,,690000,,,0
181390,24070,24070 - Capital One Arena Transformation (COAT) Suites and Restrooms,match,true,272500,272500,0,1
189336,24080,24080 - Capital One Arena Transformation (COAT) Facade DP6,missing_siteline,,118000,,,0
189294,24090,24090 - Congress Heights Recreation Center,missing_siteline,,177808.41,,,0
148860,24MD236,21429 - Patapsco Pump Station,missing_siteline,,0,,,0
159079,30001,30001 - NRL Code 6800 SPSF Lab (Paramount Mech) (Goel-PW) (TS-LL),missing_siteline,,3250,,,0
192253,30002,30002 - CWA Bldg (Buch),missing_siteline,,826262,,,0
181382,30003,30003 - Operators Union HQ (Buch),missing_siteline,,10000,,,0
204676,30005,30005 - US Tax Court (S&D),missing_siteline,,60000,,,0
175768,31001,31001 - Walmart Arbutus (Whiting Turner),missing_siteline,,23392.19,,,0
172050,31002,31002 - Walmart Baltimore (Whiting Turner),missing_siteline,,20498.2,,,0
175882,31005,31005 - Walmart Aberdeen (Whiting Turner),missing_siteline,,62900,,,0
160089,31006,31006 - Bryant AHS - Mold Remediation,missing_siteline,,16977.66,,,0
159896,31007,31007 - Hayfield Secondary School,missing_siteline,,0,,,0
161149,31008,31008 - NIH - Mold Remediation,missing_siteline,,37038.53,,,0
163242,31009,31009 - Hayfield SS - Phase 2,missing_siteline,,454520.52,,,0
182648,31013,31013 -14509 Faraday Drive,missing_siteline,,1000,,,0
181371,31017,31017 - UA Misc Work @ Park Place (Buch tbd),missing_siteline,,5000,,,0
194025,31020,31020 - Longfellow MS- 2-27,missing_siteline,,1000,,,0
204387,31022,31022 - PG County Trap & Skeet (Buch),missing_siteline,,1000,,,0
206262,31024,31024 - Walmart Columbia (Whiting Turner) (Goel-NS) (TS-JS),missing_siteline,,783870,,,0
206043,68100,68100 - UMCP Term Contract (2026),missing_siteline,,4772.87,,,0
210446,68101,68101 - UMCP Martin Hall & Toll Physics (DRo / SU),missing_siteline,,4772.87,,,0
84320,8788,08788 - WMATA Silverline Train Maintenance Garage,missing_siteline,,687514,,,0
28524,8851,08851 - National Air & Space - T&M Contract,missing_siteline,,16834.92,,,0
28339,8859,08859 - George Mason University - Robinson Hall and Harris Theater,missing_siteline,,973000,,,0
27853,8862,08862 - National Air & Space Museum - NASM - KDB (Goel-PW)(RD-JS),missing_siteline,,4106204,,,0
27132,8865,08865 - Andrews Hanger Building H-21,missing_siteline,,3066540.47,,,0
27573,8875,08875 - Reston Gateway,missing_siteline,,1500000,,,0
28065,8881,08881 - Patterson High School,missing_siteline,,743115,,,0
28090,8887,08887 - Avocet Tower,missing_siteline,,567000,,,0
28060,8894,08894 - University of Maryland Medical Center Midtown Campus Outpatient Care Tower,missing_siteline,,390950,,,0
74964,9869,09869 - JBA Bldg. 1915,missing_siteline,,99190,,,0
